Process,Processpath,DLL,DllHash,Signature
msdtc,C:\windows\System32\msdtc.exe,C:\windows\System32\MSDTCTM.dll,6A3622A431233D0CD76E4D8C8DA988ACE7F0C3960C1C3161026239DEE7167614,NULL
msdtc,C:\windows\System32\msdtc.exe,C:\windows\System32\msdtcVSp1res.dll,EF8E9EB25572DE164412833EE9E4F002ED1B9AEA5D7E56EDA20E59DFC53FBF3D,NULL
msdtc,C:\windows\System32\msdtc.exe,C:\windows\System32\msvcp_win.dll,E8D763341FF4395CD5E3B503490F53B3349A122148C01ED5AA1450528AD4931E,NULL
msdtc,C:\windows\System32\msdtc.exe,C:\windows\System32\msvcrt.dll,23008F528D0039B3590E54246A9A332F66EF691E207B1221F8C2F0B19F9B85ED,NULL
msdtc,C:\windows\System32\msdtc.exe,C:\windows\system32\mswsock.dll,32B249CB9D7A76AC9AB0D9254256268353E128FC429AD09543217F58E0C2AC84,NULL
msdtc,C:\windows\System32\msdtc.exe,C:\windows\System32\MTXCLU.DLL,5AAC1CA1768EA29D6C11EA019677C0BFCD4D221ED4EFEEA4F719A85DA4084854,NULL
msdtc,C:\windows\System32\msdtc.exe,C:\windows\system32\mtxoci.dll,72780C44D4ED1AEEDA910D3123C8BAD3AF88D87F1077AAF68F4C7CE6925947AF,NULL
msdtc,C:\windows\System32\msdtc.exe,C:\windows\system32\netutils.dll,FA48DDB46AA0B5CD64AC0D9FEBA77A94CF0A0DA554ACB9DC9C80FB8104414C2D,NULL
msdtc,C:\windows\System32\msdtc.exe,C:\windows\System32\NSI.dll,28176CB9C7E4436BDD29C5CAACB82EF981AEA4DC5780B46A272FD12A96720B97,NULL
msdtc,C:\windows\System32\msdtc.exe,C:\windows\SYSTEM32\ntdll.dll,5B58F50147A78AB76127030D8AD745AC2EC1BDE2487BF379430A6E8A79A20CC2,NULL
msdtc,C:\windows\System32\msdtc.exe,C:\windows\SYSTEM32\ntmarta.dll,5866CCE48652967B7251B2D4E0569650429ECCDAE19582D7E61008BA8F84C87F,NULL
msdtc,C:\windows\System32\msdtc.exe,C:\windows\System32\OLE32.dll,BEAD3AC7A1903269DB4D0C06FD5C62396BF5724D3F12BD266C24E732F643FBBD,NULL
msdtc,C:\windows\System32\msdtc.exe,C:\windows\System32\OLEAUT32.dll,16F22C87393DBEAFABA7F7C5239EC12AF9E4FA99DDFCE8B2A8240C598AB4249E,NULL
msdtc,C:\windows\System32\msdtc.exe,C:\windows\System32\RESUTILS.dll,6B5AE3649365CBC0CACBE0E4FF50C80B4EB58EC29B1447D4583274715884384C,NULL
msdtc,C:\windows\System32\msdtc.exe,C:\windows\System32\RPCRT4.dll,74656439887E9D377BA5F1FBC8E0D71795B5A59EC190DE014F83D5C3D20CF308,NULL
msdtc,C:\windows\System32\msdtc.exe,C:\windows\System32\sechost.dll,1690C0AF6E6AA9925AC75DA610053AEB50F060A872A702F8F97AF3B5B79CFA7B,NULL
msdtc,C:\windows\System32\msdtc.exe,C:\windows\system32\sspicli.dll,FF5277B0C9BDF1F6E63037846A3D24F931BFD26D18C05CABEC5C6CD2AE05430D,NULL
msdtc,C:\windows\System32\msdtc.exe,C:\windows\System32\ucrtbase.dll,E2267734B6FF4A08D6C619B9E9D173B9ACD46681602D88979A4866A4CA63DD46,NULL
msdtc,C:\windows\System32\msdtc.exe,C:\windows\System32\user32.dll,DA784E3F5B59C3CADDCCBB61CD1C206B5747223E4E02FD73BC0E8D0AA0268906,NULL
msdtc,C:\windows\System32\msdtc.exe,C:\windows\System32\win32u.dll,208FBE0136AEBC989748B526A4BB0C656B73A10E46EF640A93E3AB8F02358B98,NULL
msdtc,C:\windows\System32\msdtc.exe,C:\windows\System32\WINMM.dll,D5AB6057F2769B17B1895F1B4637B12C4AA9A99E74D8B271C5BFC79196F39A04,NULL
msdtc,C:\windows\System32\msdtc.exe,C:\windows\System32\WINMMBASE.dll,5743D040D6323DA4772C4819C8BACAA1BA599FCEF04A5E918FD84F0229EFCF92,NULL
msdtc,C:\windows\System32\msdtc.exe,c:\windows\system32\wkscli.dll,23CB8D1D0A35324E145F88F4E9AA37B66DAD597A9F3A85BEEC8DF99A30E41FAB,NULL
msdtc,C:\windows\System32\msdtc.exe,C:\windows\System32\WS2_32.dll,ED88BF9360F25B96C6BF5E5E54B7959FFF07B11DC75A4F036F21AB67B596672A,NULL
msdtc,C:\windows\System32\msdtc.exe,C:\windows\System32\XOLEHLP.dll,FA8346FD6325AF1EBE31F18421F2593F1EF73606625277B93408D33D805E8078,NULL
powershell,C:\windows\System32\WindowsPowerShell\v1.0\powershell.exe,C:\ProgramData\Microsoft\Windows Defender\platform\4.18.1812.3-0\MPCLIENT.DLL,3572DA02EC9E04CAB7EF36CEB6BFA558C535E05397624A5D5E5C783AB1562E58,NULL
powershell,C:\windows\System32\WindowsPowerShell\v1.0\powershell.exe,C:\ProgramData\Microsoft\Windows Defender\platform\4.18.1812.3-0\MpOav.dll,DE4773F103B1CD272809F6310A318C299D12556763B8C0F92AC5516E66F38549,NULL
powershell,C:\windows\System32\WindowsPowerShell\v1.0\powershell.exe,C:\windows\assembly\NativeImages_v4.0.30319_64\Microsoft.CSharp\a7623dccbe4cd7a9d31b52602e2f85eb\Microsoft.CSharp.ni.dll,D7C3A373E7C8938E4634172D3257977B49D5FEB5F413315062DEF2860148D48C,NotSigned
powershell,C:\windows\System32\WindowsPowerShell\v1.0\powershell.exe,C:\windows\assembly\NativeImages_v4.0.30319_64\Microsoft.Kd58820a5#\addee87111a3fe1c44db3582d0bdfc1c\Microsoft.KeyDistributionService.Cmdlets.ni.dll,A6AAFD740E1A07C8F52900ACA6F381051AF50E917C379768124E9F593891BFB1,NotSigned
powershell,C:\windows\System32\WindowsPowerShell\v1.0\powershell.exe,C:\windows\assembly\NativeImages_v4.0.30319_64\Microsoft.M870d558a#\13a40a0b05014a3edde430675834c343\Microsoft.Management.Infrastructure.Native.ni.dll,042E5F8654543598BF2D17B9FAE2F3497FD487C4874664AC6688398656D0191A,NotSigned
powershell,C:\windows\System32\WindowsPowerShell\v1.0\powershell.exe,C:\windows\assembly\NativeImages_v4.0.30319_64\Microsoft.Mf49f6405#\2b4f97325b273fb7057135d66575b245\Microsoft.Management.Infrastructure.ni.dll,D21F797450D7BE5B53F3FC3D2D6586D7EA2B9220ABEBFDE309DDF28C3D968332,NotSigned
powershell,C:\windows\System32\WindowsPowerShell\v1.0\powershell.exe,C:\windows\assembly\NativeImages_v4.0.30319_64\Microsoft.Mf5ac9168#\61b1b489c13c28d07b35fbae3b90b7de\Microsoft.Management.Infrastructure.CimCmdlets.ni.dll,B73B63EF9E34D7F3963D55E3FFD681C465EB5899D9F3DFD31606C6D9CC9BAF7F,NotSigned
powershell,C:\windows\System32\WindowsPowerShell\v1.0\powershell.exe,C:\windows\assembly\NativeImages_v4.0.30319_64\Microsoft.P521220ea#\65c08fc9563c57862a05341f860cb5fd\Microsoft.PowerShell.Commands.Utility.ni.dll,999A031C6A11FE24FC95A7F57ED0D7300CB1B60C23C6F3950D2D0C52978AA26E,NotSigned
powershell,C:\windows\System32\WindowsPowerShell\v1.0\powershell.exe,C:\windows\assembly\NativeImages_v4.0.30319_64\Microsoft.P6f792626#\e68b73540d23eb540f5f386096531653\Microsoft.PowerShell.Security.ni.dll,A039362B6BF3155F3EAD67566E2E9E5A7149790036642A46060F8745BFF87953,NotSigned
powershell,C:\windows\System32\WindowsPowerShell\v1.0\powershell.exe,C:\windows\assembly\NativeImages_v4.0.30319_64\Microsoft.Pae3498d9#\c645d768a2c414a3ac4dc99b4565622c\Microsoft.PowerShell.Commands.Management.ni.dll,0BDFD11F7ED98A76DD97CA3DB534E4EAF636CCBE8975F39A3E50DF75C444A87B,NotSigned
powershell,C:\windows\System32\WindowsPowerShell\v1.0\powershell.exe,C:\windows\assembly\NativeImages_v4.0.30319_64\Microsoft.Pb378ec07#\91209402ccd9d03c3e68f45a3844afd8\Microsoft.PowerShell.ConsoleHost.ni.dll,D86F92A2FB48F04D89CB1B945289A6C39689C957914D2B8327CF5BE746CDFBEB,NotSigned
powershell,C:\windows\System32\WindowsPowerShell\v1.0\powershell.exe,C:\windows\assembly\NativeImages_v4.0.30319_64\Microsoft.Pefb7a36b#\2499506d75b0e2f10c6ccf113150a4d9\Microsoft.Powershell.Workflow.ServiceCore.ni.dll,93A426B9034221C49F544D3D8633A4273C2C0B93E1CBE7B8CBB22024F81781DB,NotSigned
powershell,C:\windows\System32\WindowsPowerShell\v1.0\powershell.exe,C:\windows\assembly\NativeImages_v4.0.30319_64\Microsoft.We0722664#\552824182213e6ad34aca4714a248183\Microsoft.WSMan.Management.ni.dll,7A2D10E06448E7146C566666F12F9A7BC50E2FEFB65C0FCC980D843A8DC01D08,NotSigned
powershell,C:\windows\System32\WindowsPowerShell\v1.0\powershell.exe,C:\windows\assembly\NativeImages_v4.0.30319_64\mscorlib\d6009efb32eeecfdd2f5855cd2d60c54\mscorlib.ni.dll,C9C8920DF44B23FFA2F0DB6D90EDC3041368E2A7A075988A69D452C30080630A,NULL
powershell,C:\windows\System32\WindowsPowerShell\v1.0\powershell.exe,C:\windows\assembly\NativeImages_v4.0.30319_64\System.Confe64a9051#\68b1385503d05afa2c55ebd26a8eab87\System.Configuration.Install.ni.dll,8499A949C845F999566CA21BA49EA1757AE1DC57E112FB1382E24B3DD38C900F,NotSigned
powershell,C:\windows\System32\WindowsPowerShell\v1.0\powershell.exe,C:\windows\assembly\NativeImages_v4.0.30319_64\System.Configuration\d7c22d53d73b7813754ffc8bc163c86b\System.Configuration.ni.dll,5B6BA1E2A8D867974581AB020EA971E3111FD22E17F31CB6C0887F059E37C8F3,NotSigned
powershell,C:\windows\System32\WindowsPowerShell\v1.0\powershell.exe,C:\windows\assembly\NativeImages_v4.0.30319_64\System.Core\872b8dd91960349dc0c72f389c7d35d6\System.Core.ni.dll,8100C02732428E4E7EC2AE58B82B5B8496ED340DAF2B17D525AD51D79F719505,NotSigned
powershell,C:\windows\System32\WindowsPowerShell\v1.0\powershell.exe,C:\windows\assembly\NativeImages_v4.0.30319_64\System.Data\894e677b4379de1f60ade7bb6e48fa14\System.Data.ni.dll,FA4768872CD90C58B7F3B8CB8DFEDBD07FD4AFEBB76C36285CE5807EC6DA7BA1,NotSigned
powershell,C:\windows\System32\WindowsPowerShell\v1.0\powershell.exe,C:\windows\assembly\NativeImages_v4.0.30319_64\System.Dired13b18a9#\7da8c23ac6a3be0651c16ac32305d8d8\System.DirectoryServices.ni.dll,6869A4D72F60A53E381B45429C75F829D3A4C37830AF66118281E35D6F3A55EB,NotSigned
powershell,C:\windows\System32\WindowsPowerShell\v1.0\powershell.exe,C:\windows\assembly\NativeImages_v4.0.30319_64\System.Manaa57fc8cc#\dfc2a05f855a2dea0a28261023a8a23e\System.Management.Automation.ni.dll,FDE7CFF89162E75D0D6E873E70097C54DE9724DAF46492BB6A842054A2CE1291,NotSigned
powershell,C:\windows\System32\WindowsPowerShell\v1.0\powershell.exe,C:\windows\assembly\NativeImages_v4.0.30319_64\System.Management\64a6532f21d5ad22bca8006eb30b6274\System.Management.ni.dll,BD96523FAA4B3DD61CB09A46777D7BD783EFF36D0E56634EA83D9E20C9363928,NotSigned
powershell,C:\windows\System32\WindowsPowerShell\v1.0\powershell.exe,C:\windows\assembly\NativeImages_v4.0.30319_64\System.Numerics\d5621bdbfe46e3cd7df7e211a79ad956\System.Numerics.ni.dll,1D447F27B89EB5DC66A70A0D1872BB41E1E403D252894F2864AF33FCECAAD33A,NotSigned
powershell,C:\windows\System32\WindowsPowerShell\v1.0\powershell.exe,C:\windows\assembly\NativeImages_v4.0.30319_64\System.Serv759bfb78#\5ac24b3019dd38232c27ced988f53846\System.ServiceProcess.ni.dll,EA06D18F88D78022E6EDACEE6D572CB0A6935B28A6784DE5D19CC2C4601CED3C,NotSigned
powershell,C:\windows\System32\WindowsPowerShell\v1.0\powershell.exe,C:\windows\assembly\NativeImages_v4.0.30319_64\System.Transactions\a1c3fbc40e8f68fc3be00c61418e346f\System.Transactions.ni.dll,3FC959852FC4C3E9E55215EC0D18E8255A6EBD236F0EE0F383A8A728D22018B8,NotSigned
powershell,C:\windows\System32\WindowsPowerShell\v1.0\powershell.exe,C:\windows\assembly\NativeImages_v4.0.30319_64\System.Xml\8acc81e91a26fbdc9ce8ba8fadb88ed7\System.Xml.ni.dll,8549265F038C98856300875908684BAAB7DAE52F58AC33293260ED8EC6EDAC6E,NotSigned
powershell,C:\windows\System32\WindowsPowerShell\v1.0\powershell.exe,C:\windows\assembly\NativeImages_v4.0.30319_64\System\6a2a316c2eda769d61693dacb58b2a48\System.ni.dll,FD47412C746D84CCA6567C2C66B5776542E401D6CD869C51DB27F9430EEFE483,NotSigned
powershell,C:\windows\System32\WindowsPowerShell\v1.0\powershell.exe,C:\windows\Microsoft.Net\assembly\GAC_64\Microsoft.KeyDistributionService.Cmdlets\v4.0_10.0.0.0__31bf3856ad364e35\Microsoft.KeyDistributionService.Cmdlets.dll,07855787FE2B9F4B74BDE68691766BE120652EE93130DFF58C1EB9C8C89794B2,NULL
powershell,C:\windows\System32\WindowsPowerShell\v1.0\powershell.exe,C:\windows\Microsoft.Net\assembly\GAC_64\System.Data\v4.0_4.0.0.0__b77a5c561934e089\System.Data.dll,87101E9F6F63B2F876363ED14AAC5CE88C5DEB3934A7E8ECCE28C2FA03664B78,NULL
powershell,C:\windows\System32\WindowsPowerShell\v1.0\powershell.exe,C:\windows\Microsoft.Net\assembly\GAC_64\System.Transactions\v4.0_4.0.0.0__b77a5c561934e089\System.Transactions.dll,976420547546C6010953A140D12E6F3A993C7F4A1141177029EE7B371636C197,NULL
powershell,C:\windows\System32\WindowsPowerShell\v1.0\powershell.exe,C:\Windows\Microsoft.NET\Framework64\v4.0.30319\clr.dll,8DE8EA30966387DC159A03E9E242E136AC453A8864C2AD57AE166C09866F0217,NULL
powershell,C:\windows\System32\WindowsPowerShell\v1.0\powershell.exe,C:\Windows\Microsoft.NET\Framework64\v4.0.30319\clrjit.dll,26FCE735B92FF890130BFC3DBC5AD23C4DE44E6FA2D0E91284C9005686A43FBA,NULL
powershell,C:\windows\System32\WindowsPowerShell\v1.0\powershell.exe,C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscoreei.dll,F43993F2A7D974E471CF59B8D48C1ABFC09DF9836E438187AD93810C80587FDD,NULL
powershell,C:\windows\System32\WindowsPowerShell\v1.0\powershell.exe,C:\windows\System32\advapi32.dll,FAE7F170429952777D45641E68F4E0B8E5CE31A38159179CB17B2CB84D8E63F0,NULL
powershell,C:\windows\System32\WindowsPowerShell\v1.0\powershell.exe,C:\windows\system32\amsi.dll,F675D2A8686A7CFD7A7056AC490E159A17D6B728420CF15C4EE26C670437370A,NULL
powershell,C:\windows\System32\WindowsPowerShell\v1.0\powershell.exe,C:\windows\system32\ATL.DLL,392B23419A09DFB8BDA4640A4EB0F9CBF8BBAC9A6442779AD415DA280D5466CC,NULL
powershell,C:\windows\System32\WindowsPowerShell\v1.0\powershell.exe,C:\windows\System32\bcrypt.dll,4682B99FD63617241BDE436554C5B9D2BA0247BE4ED958EF05785D1A12E50E01,NULL
powershell,C:\windows\System32\WindowsPowerShell\v1.0\powershell.exe,C:\windows\System32\bcryptPrimitives.dll,045679986C4ECB5D3148B3303076EDF2FEC47F52C775F9F077106830426DC6D0,NULL
powershell,C:\windows\System32\WindowsPowerShell\v1.0\powershell.exe,C:\windows\System32\cfgmgr32.dll,DF1C3927C42A1C7B8B5EA009783BB3FCB1FF48FC8542A1EF5D18ECAF78AD5D3E,NULL
powershell,C:\windows\System32\WindowsPowerShell\v1.0\powershell.exe,C:\windows\System32\clbcatq.dll,C5D4F3DFA14DEABD6A845E6F0B04C39A9A539C1A4D6C71B25943EB9BF9C9A3F5,NULL
powershell,C:\windows\System32\WindowsPowerShell\v1.0\powershell.exe,C:\windows\System32\combase.dll,8BADF8E4E018394A9003BE5428A7420A534E7265CC6F545AF1EF2AFB532ED4E4,NULL
powershell,C:\windows\System32\WindowsPowerShell\v1.0\powershell.exe,C:\windows\System32\coml2.dll,F3E3BDF50B9E54A1449BE0DA21600C371082804A5EEB937A6BC8D97A1F73781F,NULL
powershell,C:\windows\System32\WindowsPowerShell\v1.0\powershell.exe,C:\windows\System32\CRYPT32.dll,12AE93F2B5CB784E9DCA1958AB75900A7A879EDCEE7F33959BCF1772ECD4F718,NULL
powershell,C:\windows\System32\WindowsPowerShell\v1.0\powershell.exe,C:\windows\system32\CRYPTBASE.dll,F53C04CF0EE4943D4EA82D94604CB46816BEB53545D3357C718D2A46516B1BDB,NULL
powershell,C:\windows\System32\WindowsPowerShell\v1.0\powershell.exe,C:\windows\SYSTEM32\cryptdll.dll,BB548B91A3E92D570180EA91462ACDB941297E341DAF08267E8693C716225E03,NULL
powershell,C:\windows\System32\WindowsPowerShell\v1.0\powershell.exe,C:\windows\System32\CRYPTSP.dll,78D6A1CD068F5DE2A3DE7F83A975667FA332AA65EC59DD5991CEA1D021BD47C5,NULL
powershell,C:\windows\System32\WindowsPowerShell\v1.0\powershell.exe,C:\windows\SYSTEM32\DNSAPI.dll,96D581035FF077D1B44BCBBC7F0671579501ADB6637646483BB980E57C07FA51,NULL
powershell,C:\windows\System32\WindowsPowerShell\v1.0\powershell.exe,C:\windows\SYSTEM32\DPAPI.dll,0D1488B2FF471C1EF2F8F2742D685A8778B2C1512A044BDF2606C3ED92E0B512,NULL
powershell,C:\windows\System32\WindowsPowerShell\v1.0\powershell.exe,c:\windows\system32\DSROLE.dll,29E646F85BF2BBB4548C3F240C5440DE79D7D2FEA9A3F6C4FD161C52AAE1F5F8,NULL
powershell,C:\windows\System32\WindowsPowerShell\v1.0\powershell.exe,C:\windows\System32\fwpuclnt.dll,D8FEAC3D578AF0E34556A88E90E6891D70408EE8885756760D4A91C8572A487D,NULL
powershell,C:\windows\System32\WindowsPowerShell\v1.0\powershell.exe,C:\windows\System32\GDI32.dll,9E349F813AF29D06EAB70B2D5C547762A101E0C6924C4FE69D52E596E0EE44F7,NULL
powershell,C:\windows\System32\WindowsPowerShell\v1.0\powershell.exe,C:\windows\System32\gdi32full.dll,B547E08FD901CAD611C12DB4DF8E1C5E49A6D52942E71B83897D17D2AA438481,NULL
powershell,C:\windows\System32\WindowsPowerShell\v1.0\powershell.exe,C:\windows\SYSTEM32\gpapi.dll,D38C9148A104820805028C2613B67FC9876DF5D9FE06DEF2AF4ECECCCE8FB558,NULL
powershell,C:\windows\System32\WindowsPowerShell\v1.0\powershell.exe,C:\Windows\System32\iertutil.dll,36848FE29A48BE37B432E735565EEBBEDF54E100611ED2FA1C71855AB3F11DB9,NULL
powershell,C:\windows\System32\WindowsPowerShell\v1.0\powershell.exe,C:\windows\System32\IMM32.DLL,78973633CEAC4EFC9273534ABA95C45FCC2120FDC76DAE23A6A44D169EEDEAEA,NULL
powershell,C:\windows\System32\WindowsPowerShell\v1.0\powershell.exe,c:\windows\system32\IPHLPAPI.DLL,0ECEB84EDC1DD0D456048CFAE5970DCF0B3083CEC2462AB6BD60632F151E298F,NULL
powershell,C:\windows\System32\WindowsPowerShell\v1.0\powershell.exe,C:\windows\SYSTEM32\KdsCli.dll,97C8ED4205814C003E57C0A8B03CE52BC54166134BDC74E01EF7943C53F66458,NULL
powershell,C:\windows\System32\WindowsPowerShell\v1.0\powershell.exe,C:\windows\System32\kernel.appcore.dll,CA954AC516F91F28301378214335FF808D0E9331018A6474DFAA25D18D0FD6A8,NULL
powershell,C:\windows\System32\WindowsPowerShell\v1.0\powershell.exe,C:\windows\System32\KERNEL32.DLL,A4E40C348031047B966C18F2761EE0460A226905721D2F29327528CB2B213CB1,NULL
powershell,C:\windows\System32\WindowsPowerShell\v1.0\powershell.exe,C:\windows\System32\KERNELBASE.dll,E91161625A4EAEDD062532C55486F1336C60267EBD50043A209843C4D1902EF8,NULL
powershell,C:\windows\System32\WindowsPowerShell\v1.0\powershell.exe,c:\windows\system32\mi.dll,9AC9D0109E57D9307A64DE09143A49DCD15E066D8018DCDCDF0806C8C2B04C14,NULL
powershell,C:\windows\System32\WindowsPowerShell\v1.0\powershell.exe,C:\windows\SYSTEM32\Microsoft.Management.Infrastructure.Native.Unmanaged.DLL,E0449EE0ED74603C4106DA7E0E5726A6A1BE8FF1E6A2E54186BAEAFF865D0307,NULL
powershell,C:\windows\System32\WindowsPowerShell\v1.0\powershell.exe,C:\windows\system32\miutils.dll,E8E6F028995645125D7C4B2678018E3600D392DDE6BA2627A0560999209A7E96,NULL
powershell,C:\windows\System32\WindowsPowerShell\v1.0\powershell.exe,C:\windows\System32\MSASN1.dll,DC1C77C7DEC3271B9AA2F136E0262E49770B586458F89CFDBA48D3DC4B5425C0,NULL
powershell,C:\windows\System32\WindowsPowerShell\v1.0\powershell.exe,C:\windows\SYSTEM32\mscoree.dll,10693C68D86A71A73FD9BD6CB7497BEAE746BA5EA8A044E5C7B6294F4EE5445E,NULL
powershell,C:\windows\System32\WindowsPowerShell\v1.0\powershell.exe,C:\windows\system32\msv1_0.DLL,FBEC9A7640EE0E7761622C8F3C306BFE48AB242A9F1DF80C406438AD228AB056,NULL
powershell,C:\windows\System32\WindowsPowerShell\v1.0\powershell.exe,C:\windows\System32\msvcp_win.dll,E8D763341FF4395CD5E3B503490F53B3349A122148C01ED5AA1450528AD4931E,NULL
powershell,C:\windows\System32\WindowsPowerShell\v1.0\powershell.exe,C:\windows\SYSTEM32\MSVCR120_CLR0400.dll,17E09579C756D7374DEA79969BAB36D3D9257D4D51AA1934D2DB1BE374D9A425,NULL
powershell,C:\windows\System32\WindowsPowerShell\v1.0\powershell.exe,C:\windows\System32\msvcrt.dll,23008F528D0039B3590E54246A9A332F66EF691E207B1221F8C2F0B19F9B85ED,NULL
powershell,C:\windows\System32\WindowsPowerShell\v1.0\powershell.exe,C:\windows\system32\mswsock.dll,32B249CB9D7A76AC9AB0D9254256268353E128FC429AD09543217F58E0C2AC84,NULL
powershell,C:\windows\System32\WindowsPowerShell\v1.0\powershell.exe,C:\windows\system32\netutils.dll,FA48DDB46AA0B5CD64AC0D9FEBA77A94CF0A0DA554ACB9DC9C80FB8104414C2D,NULL
powershell,C:\windows\System32\WindowsPowerShell\v1.0\powershell.exe,C:\windows\System32\NSI.dll,28176CB9C7E4436BDD29C5CAACB82EF981AEA4DC5780B46A272FD12A96720B97,NULL
powershell,C:\windows\System32\WindowsPowerShell\v1.0\powershell.exe,C:\windows\system32\NTASN1.dll,ADF2CAD7E6705B318034390898F74CFC73EAB40652019CA698843A4EEF7BE95C,NULL
powershell,C:\windows\System32\WindowsPowerShell\v1.0\powershell.exe,C:\windows\SYSTEM32\ntdll.dll,5B58F50147A78AB76127030D8AD745AC2EC1BDE2487BF379430A6E8A79A20CC2,NULL
powershell,C:\windows\System32\WindowsPowerShell\v1.0\powershell.exe,C:\windows\SYSTEM32\NtlmShared.dll,A1FD284BEC7A41EF20D1FDA6472EF83656E597B35E7B3B74DA7FB82AF52A6841,NULL
powershell,C:\windows\System32\WindowsPowerShell\v1.0\powershell.exe,C:\windows\System32\OLE32.dll,BEAD3AC7A1903269DB4D0C06FD5C62396BF5724D3F12BD266C24E732F643FBBD,NULL
powershell,C:\windows\System32\WindowsPowerShell\v1.0\powershell.exe,C:\windows\System32\OLEAUT32.dll,16F22C87393DBEAFABA7F7C5239EC12AF9E4FA99DDFCE8B2A8240C598AB4249E,NULL
powershell,C:\windows\System32\WindowsPowerShell\v1.0\powershell.exe,c:\windows\system32\pcwum.dll,2E6F78C1199521AA87486ED273416572A2D2DA5B2B7FD09A1D86507694BE39C8,NULL
powershell,C:\windows\System32\WindowsPowerShell\v1.0\powershell.exe,C:\windows\System32\powrprof.dll,F9C97CFFAB7D3A61175F902CF0062CA945BC8CECFC825BF3B6096864855D43D9,NULL
powershell,C:\windows\System32\WindowsPowerShell\v1.0\powershell.exe,C:\windows\System32\profapi.dll,14B733E344394B1C5753AF0E58026B50BCFB19868F9380197442FDABA4BC974E,NULL
powershell,C:\windows\System32\WindowsPowerShell\v1.0\powershell.exe,C:\windows\System32\PROPSYS.dll,99A6911C87DF3A942F46D6CB1E156DBE7958F1C42B3A99CA3A592E8FEA4F0A77,NULL
powershell,C:\windows\System32\WindowsPowerShell\v1.0\powershell.exe,C:\windows\System32\psapi.dll,10B640AEEB310263D5418F65EC05E6127F2C224C0AC837E71816D03DB207C510,NULL
powershell,C:\windows\System32\WindowsPowerShell\v1.0\powershell.exe,C:\windows\System32\RPCRT4.dll,74656439887E9D377BA5F1FBC8E0D71795B5A59EC190DE014F83D5C3D20CF308,NULL
powershell,C:\windows\System32\WindowsPowerShell\v1.0\powershell.exe,C:\windows\system32\rsaenh.dll,4B925FCAF87C3D539292319AB9BAE6EABF2FEA5B7A7FDB364BC2648E1B5F6AE8,NULL
powershell,C:\windows\System32\WindowsPowerShell\v1.0\powershell.exe,C:\windows\System32\sechost.dll,1690C0AF6E6AA9925AC75DA610053AEB50F060A872A702F8F97AF3B5B79CFA7B,NULL
powershell,C:\windows\System32\WindowsPowerShell\v1.0\powershell.exe,C:\windows\SYSTEM32\secur32.dll,1CAFA15CBA7A29317359C6851292470E01B36FF92D9DF2E2C9474C3B02036305,NULL
powershell,C:\windows\System32\WindowsPowerShell\v1.0\powershell.exe,C:\windows\System32\shcore.dll,462083FAF17D701F8F337B73F09A60A8CB0643AED8B050873B45B73BCA4D7486,NULL
powershell,C:\windows\System32\WindowsPowerShell\v1.0\powershell.exe,C:\windows\System32\SHELL32.dll,9D2ACDBFCCF2B70C4E69114D73D33189037A298FEF80F2ADF841601649CAE6F7,NULL
powershell,C:\windows\System32\WindowsPowerShell\v1.0\powershell.exe,C:\windows\System32\SHLWAPI.dll,F9BA12ACCE850AFFC6C9F1EC81568A57DE50C0B7317B4C4C3955A0CA8F707B25,NULL
powershell,C:\windows\System32\WindowsPowerShell\v1.0\powershell.exe,C:\windows\system32\sspicli.dll,FF5277B0C9BDF1F6E63037846A3D24F931BFD26D18C05CABEC5C6CD2AE05430D,NULL
powershell,C:\windows\System32\WindowsPowerShell\v1.0\powershell.exe,C:\windows\SYSTEM32\sxs.dll,E727DEC14A3A29FBF9B67E0A06FB92101975EA063BAD4F6784415386556261F1,NULL
powershell,C:\windows\System32\WindowsPowerShell\v1.0\powershell.exe,C:\windows\System32\ucrtbase.dll,E2267734B6FF4A08D6C619B9E9D173B9ACD46681602D88979A4866A4CA63DD46,NULL
powershell,C:\windows\System32\WindowsPowerShell\v1.0\powershell.exe,C:\windows\system32\urlmon.dll,5EB51996BBE6B334AF881BF0B2FF6DB8E42D3D1A210DA29C88D53A20ACCE2F58,NULL
powershell,C:\windows\System32\WindowsPowerShell\v1.0\powershell.exe,C:\windows\System32\user32.dll,DA784E3F5B59C3CADDCCBB61CD1C206B5747223E4E02FD73BC0E8D0AA0268906,NULL
powershell,C:\windows\System32\WindowsPowerShell\v1.0\powershell.exe,c:\windows\system32\USERENV.dll,FDE8CCBA098FA7873A641E6980592DEB58894643742CB0EE12DC50E375DB4307,NULL
powershell,C:\windows\System32\WindowsPowerShell\v1.0\powershell.exe,C:\windows\system32\uxtheme.dll,A635109301F1013287C203CFC50484C87AC8E446C8924F1FB3D21B2080F57BD5,NULL
powershell,C:\windows\System32\WindowsPowerShell\v1.0\powershell.exe,C:\windows\system32\VERSION.dll,5B4C567DFD75EEB75CD4D59436E748AA14EC9F9FC7655F915093813332E93AB4,NULL
powershell,C:\windows\System32\WindowsPowerShell\v1.0\powershell.exe,C:\windows\system32\wbem\fastprox.dll,68969D2C011D9CD98D56952ACF8A067027A491A77C6FAA68A72A23771EC9C305,NULL
